0	0	20
0	0.1	20
0	0.2	20
0	0.3	20
0	0.4	20
0	0.5	20
0	0.6	20
0	0.7	20
0	0.8	20
0	0.9	20
0	1	20
0.1	0	20
0.1	0.1	22.272
0.1	0.2	23.9111
0.1	0.3	24.9322
0.1	0.4	25.4508
0.1	0.5	25.5131
0.1	0.6	25.1682
0.1	0.7	24.4193
0.1	0.8	23.2265
0.1	0.9	21.6648
0.1	1	20
0.2	0	20
0.2	0.1	23.9111
0.2	0.2	26.8121
0.2	0.3	28.6886
0.2	0.4	29.6811
0.2	0.5	29.9027
0.2	0.6	29.4058
0.2	0.7	28.1103
0.2	0.8	25.9058
0.2	0.9	23.0326
0.2	1	20
0.3	0	20
0.3	0.1	24.9322
0.3	0.2	28.6886
0.3	0.3	31.1984
0.3	0.4	32.6099
0.3	0.5	33.0685
0.3	0.6	32.5733
0.3	0.7	30.8555
0.3	0.8	27.861
0.3	0.9	24.016
0.3	1	20
0.4	0	20
0.4	0.1	25.4508
0.4	0.2	29.6811
0.4	0.3	32.6099
0.4	0.4	34.3725
0.4	0.5	35.0941
0.4	0.6	34.5669
0.4	0.7	32.4859
0.4	0.8	28.9612
0.4	0.9	24.5526
0.4	1	20
0.5	0	20
0.5	0.1	25.5131
0.5	0.2	29.9027
0.5	0.3	33.0685
0.5	0.4	35.0941
0.5	0.5	35.9047
0.5	0.6	35.2065
0.5	0.7	32.8616
0.5	0.8	29.1363
0.5	0.9	24.6171
0.5	1	20
0.6	0	20
0.6	0.1	25.1682
0.6	0.2	29.4058
0.6	0.3	32.5733
0.6	0.4	34.5669
0.6	0.5	35.2065
0.6	0.6	34.3164
0.6	0.7	31.9412
0.6	0.8	28.4055
0.6	0.9	24.2298
0.6	1	20
0.7	0	20
0.7	0.1	24.4193
0.7	0.2	28.1103
0.7	0.3	30.8555
0.7	0.4	32.4859
0.7	0.5	32.8616
0.7	0.6	31.9412
0.7	0.7	29.8531
0.7	0.8	26.8896
0.7	0.9	23.4561
0.7	1	20
0.8	0	20
0.8	0.1	23.2265
0.8	0.2	25.9058
0.8	0.3	27.861
0.8	0.4	28.9612
0.8	0.5	29.1363
0.8	0.6	28.4055
0.8	0.7	26.8896
0.8	0.8	24.7973
0.8	0.9	22.4015
0.8	1	20
0.9	0	20
0.9	0.1	21.6648
0.9	0.2	23.0326
0.9	0.3	24.016
0.9	0.4	24.5526
0.9	0.5	24.6171
0.9	0.6	24.2298
0.9	0.7	23.4561
0.9	0.8	22.4015
0.9	0.9	21.2007
0.9	1	20
1	0	20
1	0.1	20
1	0.2	20
1	0.3	20
1	0.4	20
1	0.5	20
1	0.6	20
1	0.7	20
1	0.8	20
1	0.9	20
1	1	20
0	0	20
0	0.1	20
0	0.2	20
0	0.3	20
0	0.4	20
0	0.5	20
0	0.6	20
0	0.7	20
0	0.8	20
0	0.9	20
0	1	20

0.1	0	20
0.1	0.1	22.272
0.1	0.2	23.9111
0.1	0.3	24.9322
0.1	0.4	25.4508
0.1	0.5	25.5131
0.1	0.6	25.1682
0.1	0.7	24.4193
0.1	0.8	23.2265
0.1	0.9	21.6648
0.1	1	20

0.2	0	20
0.2	0.1	23.9111
0.2	0.2	26.8121
0.2	0.3	28.6886
0.2	0.4	29.6811
0.2	0.5	29.9027
0.2	0.6	29.4058
0.2	0.7	28.1103
0.2	0.8	25.9058
0.2	0.9	23.0326
0.2	1	20

0.3	0	20
0.3	0.1	24.9322
0.3	0.2	28.6886
0.3	0.3	31.1984
0.3	0.4	32.6099
0.3	0.5	33.0685
0.3	0.6	32.5733
0.3	0.7	30.8555
0.3	0.8	27.861
0.3	0.9	24.016
0.3	1	20

0.4	0	20
0.4	0.1	25.4508
0.4	0.2	29.6811
0.4	0.3	32.6099
0.4	0.4	34.3725
0.4	0.5	35.0941
0.4	0.6	34.5669
0.4	0.7	32.4859
0.4	0.8	28.9612
0.4	0.9	24.5526
0.4	1	20

0.5	0	20
0.5	0.1	25.5131
0.5	0.2	29.9027
0.5	0.3	33.0685
0.5	0.4	35.0941
0.5	0.5	35.9047
0.5	0.6	35.2065
0.5	0.7	32.8616
0.5	0.8	29.1363
0.5	0.9	24.6171
0.5	1	20

0.6	0	20
0.6	0.1	25.1682
0.6	0.2	29.4058
0.6	0.3	32.5733
0.6	0.4	34.5669
0.6	0.5	35.2065
0.6	0.6	34.3164
0.6	0.7	31.9412
0.6	0.8	28.4055
0.6	0.9	24.2298
0.6	1	20

0.7	0	20
0.7	0.1	24.4193
0.7	0.2	28.1103
0.7	0.3	30.8555
0.7	0.4	32.4859
0.7	0.5	32.8616
0.7	0.6	31.9412
0.7	0.7	29.8531
0.7	0.8	26.8896
0.7	0.9	23.4561
0.7	1	20

0.8	0	20
0.8	0.1	23.2265
0.8	0.2	25.9058
0.8	0.3	27.861
0.8	0.4	28.9612
0.8	0.5	29.1363
0.8	0.6	28.4055
0.8	0.7	26.8896
0.8	0.8	24.7973
0.8	0.9	22.4015
0.8	1	20

0.9	0	20
0.9	0.1	21.6648
0.9	0.2	23.0326
0.9	0.3	24.016
0.9	0.4	24.5526
0.9	0.5	24.6171
0.9	0.6	24.2298
0.9	0.7	23.4561
0.9	0.8	22.4015
0.9	0.9	21.2007
0.9	1	20

1	0	20
1	0.1	20
1	0.2	20
1	0.3	20
1	0.4	20
1	0.5	20
1	0.6	20
1	0.7	20
1	0.8	20
1	0.9	20
1	1	20

0	0	20
0	0.1	20
0	0.2	20
0	0.3	20
0	0.4	20
0	0.5	20
0	0.6	20
0	0.7	20
0	0.8	20
0	0.9	20
0	1	20

0.1	0	20
0.1	0.1	22.272
0.1	0.2	23.9111
0.1	0.3	24.9322
0.1	0.4	25.4508
0.1	0.5	25.5131
0.1	0.6	25.1682
0.1	0.7	24.4193
0.1	0.8	23.2265
0.1	0.9	21.6648
0.1	1	20

0.2	0	20
0.2	0.1	23.9111
0.2	0.2	26.8121
0.2	0.3	28.6886
0.2	0.4	29.6811
0.2	0.5	29.9027
0.2	0.6	29.4058
0.2	0.7	28.1103
0.2	0.8	25.9058
0.2	0.9	23.0326
0.2	1	20

0.3	0	20
0.3	0.1	24.9322
0.3	0.2	28.6886
0.3	0.3	31.1984
0.3	0.4	32.6099
0.3	0.5	33.0685
0.3	0.6	32.5733
0.3	0.7	30.8555
0.3	0.8	27.861
0.3	0.9	24.016
0.3	1	20

0.4	0	20
0.4	0.1	25.4508
0.4	0.2	29.6811
0.4	0.3	32.6099
0.4	0.4	34.3725
0.4	0.5	35.0941
0.4	0.6	34.5669
0.4	0.7	32.4859
0.4	0.8	28.9612
0.4	0.9	24.5526
0.4	1	20

0.5	0	20
0.5	0.1	25.5131
0.5	0.2	29.9027
0.5	0.3	33.0685
0.5	0.4	35.0941
0.5	0.5	35.9047
0.5	0.6	35.2065
0.5	0.7	32.8616
0.5	0.8	29.1363
0.5	0.9	24.6171
0.5	1	20

0.6	0	20
0.6	0.1	25.1682
0.6	0.2	29.4058
0.6	0.3	32.5733
0.6	0.4	34.5669
0.6	0.5	35.2065
0.6	0.6	34.3164
0.6	0.7	31.9412
0.6	0.8	28.4055
0.6	0.9	24.2298
0.6	1	20

0.7	0	20
0.7	0.1	24.4193
0.7	0.2	28.1103
0.7	0.3	30.8555
0.7	0.4	32.4859
0.7	0.5	32.8616
0.7	0.6	31.9412
0.7	0.7	29.8531
0.7	0.8	26.8896
0.7	0.9	23.4561
0.7	1	20

0.8	0	20
0.8	0.1	23.2265
0.8	0.2	25.9058
0.8	0.3	27.861
0.8	0.4	28.9612
0.8	0.5	29.1363
