0	0	20
0	0.1	20
0	0.2	20
0	0.3	20
0	0.4	20
0	0.5	20
0	0.6	20
0	0.7	20
0	0.8	20
0	0.9	20
0	1	20

0.1	0	20
0.1	0.1	20.4986
0.1	0.2	20.9079
0.1	0.3	21.1972
0.1	0.4	21.3488
0.1	0.5	21.3586
0.1	0.6	21.2366
0.1	0.7	21.0055
0.1	0.8	20.6972
0.1	0.9	20.3493
0.1	1	20

0.2	0	20
0.2	0.1	20.9079
0.2	0.2	21.6518
0.2	0.3	22.1767
0.2	0.4	22.4504
0.2	0.5	22.4664
0.2	0.6	22.2435
0.2	0.7	21.8232
0.2	0.8	21.2637
0.2	0.9	20.6329
0.2	1	20

0.3	0	20
0.3	0.1	21.1972
0.3	0.2	22.1767
0.3	0.3	22.8661
0.3	0.4	23.2239
0.3	0.5	23.2424
0.3	0.6	22.9474
0.3	0.7	22.3938
0.3	0.8	21.6584
0.3	0.9	20.8303
0.3	1	20

0.4	0	20
0.4	0.1	21.3488
0.4	0.2	22.4504
0.4	0.3	23.2239
0.4	0.4	23.6234
0.4	0.5	23.6415
0.4	0.6	23.308
0.4	0.7	22.6851
0.4	0.8	21.8594
0.4	0.9	20.9307
0.4	1	20

0.5	0	20
0.5	0.1	21.3586
0.5	0.2	22.4664
0.5	0.3	23.2424
0.5	0.4	23.6415
0.5	0.5	23.6571
0.5	0.6	23.3201
0.5	0.7	22.6935
0.5	0.8	21.8644
0.5	0.9	20.9329
0.5	1	20

0.6	0	20
0.6	0.1	21.2366
0.6	0.2	22.2435
0.6	0.3	22.9474
0.6	0.4	23.308
0.6	0.5	23.3201
0.6	0.6	23.0124
0.6	0.7	22.4427
0.6	0.8	21.6902
0.6	0.9	20.8455
0.6	1	20

0.7	0	20
0.7	0.1	21.0055
0.7	0.2	21.8232
0.7	0.3	22.3938
0.7	0.4	22.6851
0.7	0.5	22.6935
0.7	0.6	22.4427
0.7	0.7	21.98
0.7	0.8	21.3696
0.7	0.9	20.685
0.7	1	20

0.8	0	20
0.8	0.1	20.6972
0.8	0.2	21.2637
0.8	0.3	21.6584
0.8	0.4	21.8594
0.8	0.5	21.8644
0.8	0.6	21.6902
0.8	0.7	21.3696
0.8	0.8	20.9472
0.8	0.9	20.4737
0.8	1	20

0.9	0	20
0.9	0.1	20.3493
0.9	0.2	20.6329
0.9	0.3	20.8303
0.9	0.4	20.9307
0.9	0.5	20.9329
0.9	0.6	20.8455
0.9	0.7	20.685
0.9	0.8	20.4737
0.9	0.9	20.2368
0.9	1	20

1	0	20
1	0.1	20
1	0.2	20
1	0.3	20
1	0.4	20
1	0.5	20
1	0.6	20
1	0.7	20
1	0.8	20
1	0.9	20
1	1	20

