0	0	20
0	0.1	20
0	0.2	20
0	0.3	20
0	0.4	20
0	0.5	20
0	0.6	20
0	0.7	20
0	0.8	20
0	0.9	20
0	1	20

0.1	0	20
0.1	0.1	20.0257
0.1	0.2	20.0465
0.1	0.3	20.0608
0.1	0.4	20.068
0.1	0.5	20.068
0.1	0.6	20.0615
0.1	0.7	20.0498
0.1	0.8	20.0344
0.1	0.9	20.0172
0.1	1	20

0.2	0	20
0.2	0.1	20.0465
0.2	0.2	20.0841
0.2	0.3	20.1101
0.2	0.4	20.1231
0.2	0.5	20.1231
0.2	0.6	20.1113
0.2	0.7	20.0901
0.2	0.8	20.0622
0.2	0.9	20.0311
0.2	1	20

0.3	0	20
0.3	0.1	20.0608
0.3	0.2	20.1101
0.3	0.3	20.1441
0.3	0.4	20.1611
0.3	0.5	20.1611
0.3	0.6	20.1457
0.3	0.7	20.1179
0.3	0.8	20.0815
0.3	0.9	20.0407
0.3	1	20

0.4	0	20
0.4	0.1	20.068
0.4	0.2	20.1231
0.4	0.3	20.1611
0.4	0.4	20.1801
0.4	0.5	20.1801
0.4	0.6	20.1629
0.4	0.7	20.1318
0.4	0.8	20.0911
0.4	0.9	20.0455
0.4	1	20

0.5	0	20
0.5	0.1	20.068
0.5	0.2	20.1231
0.5	0.3	20.1611
0.5	0.4	20.1801
0.5	0.5	20.1801
0.5	0.6	20.1629
0.5	0.7	20.1318
0.5	0.8	20.0911
0.5	0.9	20.0455
0.5	1	20

0.6	0	20
0.6	0.1	20.0615
0.6	0.2	20.1113
0.6	0.3	20.1457
0.6	0.4	20.1629
0.6	0.5	20.1629
0.6	0.6	20.1474
0.6	0.7	20.1192
0.6	0.8	20.0824
0.6	0.9	20.0412
0.6	1	20

0.7	0	20
0.7	0.1	20.0498
0.7	0.2	20.0901
0.7	0.3	20.1179
0.7	0.4	20.1318
0.7	0.5	20.1318
0.7	0.6	20.1192
0.7	0.7	20.0965
0.7	0.8	20.0667
0.7	0.9	20.0333
0.7	1	20

0.8	0	20
0.8	0.1	20.0344
0.8	0.2	20.0622
0.8	0.3	20.0815
0.8	0.4	20.0911
0.8	0.5	20.0911
0.8	0.6	20.0824
0.8	0.7	20.0667
0.8	0.8	20.0461
0.8	0.9	20.023
0.8	1	20

0.9	0	20
0.9	0.1	20.0172
0.9	0.2	20.0311
0.9	0.3	20.0407
0.9	0.4	20.0455
0.9	0.5	20.0455
0.9	0.6	20.0412
0.9	0.7	20.0333
0.9	0.8	20.023
0.9	0.9	20.0115
0.9	1	20

1	0	20
1	0.1	20
1	0.2	20
1	0.3	20
1	0.4	20
1	0.5	20
1	0.6	20
1	0.7	20
1	0.8	20
1	0.9	20
1	1	20

